k,auc,auprc,accuracy,balanced_accuracy,f1,precision,recall,specificity,threshold,tn,fp,fn,tp,repeat,selected_models
19,0.894110,0.926902,0.825000,0.825815,0.829268,0.850000,0.809524,0.842105,0.500000,32,6,8,34,2,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.894737,0.925510,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,3,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.889724,0.924449,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,4,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.892231,0.925649,0.812500,0.813910,0.814815,0.846154,0.785714,0.842105,0.500000,32,6,9,33,5,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.884085,0.916762,0.800000,0.799499,0.809524,0.809524,0.809524,0.789474,0.500000,30,8,8,34,6,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.894737,0.923882,0.837500,0.837719,0.843373,0.853659,0.833333,0.842105,0.500000,32,6,7,35,7,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.890977,0.923584,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,8,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.889724,0.925554,0.825000,0.825815,0.829268,0.850000,0.809524,0.842105,0.500000,32,6,8,34,9,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.880952,0.918525,0.775000,0.774436,0.785714,0.785714,0.785714,0.763158,0.500000,29,9,9,33,10,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.894737,0.927569,0.787500,0.786341,0.800000,0.790698,0.809524,0.763158,0.500000,29,9,8,34,11,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.883459,0.920401,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,12,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.894737,0.922414,0.800000,0.799499,0.809524,0.809524,0.809524,0.789474,0.500000,30,8,8,34,13,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.890977,0.922504,0.825000,0.825815,0.829268,0.850000,0.809524,0.842105,0.500000,32,6,8,34,14,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.908521,0.934899,0.825000,0.824561,0.833333,0.833333,0.833333,0.815789,0.500000,31,7,7,35,15,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.905388,0.929503,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,16,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.879699,0.911643,0.800000,0.800752,0.804878,0.825000,0.785714,0.815789,0.500000,31,7,9,33,17,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.897870,0.928241,0.800000,0.799499,0.809524,0.809524,0.809524,0.789474,0.500000,30,8,8,34,18,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.902882,0.932761,0.800000,0.799499,0.809524,0.809524,0.809524,0.789474,0.500000,30,8,8,34,19,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
19,0.908521,0.934251,0.812500,0.811404,0.823529,0.813953,0.833333,0.789474,0.500000,30,8,7,35,20,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8
20,0.904135,0.925888,0.837500,0.837719,0.843373,0.853659,0.833333,0.842105,0.500000,32,6,7,35,1,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.894110,0.926902,0.825000,0.825815,0.829268,0.850000,0.809524,0.842105,0.500000,32,6,8,34,2,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.890977,0.921886,0.825000,0.825815,0.829268,0.850000,0.809524,0.842105,0.500000,32,6,8,34,3,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.889724,0.924449,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,4,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.892231,0.925649,0.812500,0.813910,0.814815,0.846154,0.785714,0.842105,0.500000,32,6,9,33,5,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.884085,0.916762,0.800000,0.799499,0.809524,0.809524,0.809524,0.789474,0.500000,30,8,8,34,6,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.894737,0.923882,0.837500,0.837719,0.843373,0.853659,0.833333,0.842105,0.500000,32,6,7,35,7,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.890977,0.923584,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,8,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.887845,0.924232,0.825000,0.825815,0.829268,0.850000,0.809524,0.842105,0.500000,32,6,8,34,9,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.880952,0.918525,0.775000,0.774436,0.785714,0.785714,0.785714,0.763158,0.500000,29,9,9,33,10,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.894737,0.927569,0.787500,0.786341,0.800000,0.790698,0.809524,0.763158,0.500000,29,9,8,34,11,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.883459,0.920401,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,12,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.894737,0.922414,0.800000,0.799499,0.809524,0.809524,0.809524,0.789474,0.500000,30,8,8,34,13,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.890977,0.922504,0.825000,0.825815,0.829268,0.850000,0.809524,0.842105,0.500000,32,6,8,34,14,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.908521,0.934899,0.825000,0.824561,0.833333,0.833333,0.833333,0.815789,0.500000,31,7,7,35,15,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.905388,0.929503,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,16,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.879699,0.911643,0.800000,0.800752,0.804878,0.825000,0.785714,0.815789,0.500000,31,7,9,33,17,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.897870,0.928241,0.800000,0.799499,0.809524,0.809524,0.809524,0.789474,0.500000,30,8,8,34,18,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.902882,0.932761,0.800000,0.799499,0.809524,0.809524,0.809524,0.789474,0.500000,30,8,8,34,19,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
20,0.908521,0.934251,0.812500,0.811404,0.823529,0.813953,0.833333,0.789474,0.500000,30,8,7,35,20,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50
21,0.906642,0.921561,0.837500,0.837719,0.843373,0.853659,0.833333,0.842105,0.500000,32,6,7,35,1,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.895363,0.917110,0.825000,0.824561,0.833333,0.833333,0.833333,0.815789,0.500000,31,7,7,35,2,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.904762,0.928762,0.837500,0.837719,0.843373,0.853659,0.833333,0.842105,0.500000,32,6,7,35,3,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.898496,0.928514,0.787500,0.785088,0.804598,0.777778,0.833333,0.736842,0.500000,28,10,7,35,4,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.899749,0.923834,0.812500,0.813910,0.814815,0.846154,0.785714,0.842105,0.500000,32,6,9,33,5,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.893484,0.919583,0.825000,0.825815,0.829268,0.850000,0.809524,0.842105,0.500000,32,6,8,34,6,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.899749,0.923787,0.812500,0.811404,0.823529,0.813953,0.833333,0.789474,0.500000,30,8,7,35,7,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.897243,0.924015,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,8,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.899749,0.927975,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,9,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.888471,0.917759,0.812500,0.812657,0.819277,0.829268,0.809524,0.815789,0.500000,31,7,8,34,10,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.910401,0.936199,0.825000,0.823308,0.837209,0.818182,0.857143,0.789474,0.500000,30,8,6,36,11,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.889724,0.925261,0.812500,0.811404,0.823529,0.813953,0.833333,0.789474,0.500000,30,8,7,35,12,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.899123,0.924525,0.800000,0.799499,0.809524,0.809524,0.809524,0.789474,0.500000,30,8,8,34,13,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.904135,0.928010,0.825000,0.825815,0.829268,0.850000,0.809524,0.842105,0.500000,32,6,8,34,14,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.912907,0.935537,0.837500,0.837719,0.843373,0.853659,0.833333,0.842105,0.500000,32,6,7,35,15,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.902882,0.926998,0.812500,0.811404,0.823529,0.813953,0.833333,0.789474,0.500000,30,8,7,35,16,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.895363,0.920999,0.800000,0.800752,0.804878,0.825000,0.785714,0.815789,0.500000,31,7,9,33,17,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.918546,0.938976,0.837500,0.837719,0.843373,0.853659,0.833333,0.842105,0.500000,32,6,7,35,18,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.909148,0.934985,0.800000,0.798246,0.813953,0.795455,0.833333,0.763158,0.500000,29,9,7,35,19,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
21,0.914787,0.935237,0.850000,0.849624,0.857143,0.857143,0.857143,0.842105,0.500000,32,6,6,36,20,hoptimus1;virchow;hibou_l;hoptimus0;lunit-vits8;uni_v2;gigapath;kaiko-vitb16;uni_v1;virchow2;kaiko-vitl14;musk;conch_v1;phikon;phikon_v2;kaiko-vits8;conch_v15;kaiko-vits16;kaiko-vitb8;resnet50;midnight12k
